,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
108,2021-12-07,1037.1666820479484,917.8211826898116,1143.1966509355007,1037.1666820479484,1037.1666820479484,-8.939251645298963,-8.939251645298963,-8.939251645298963,-8.939251645298963,-8.939251645298963,-8.939251645298963,0.0,0.0,0.0,1028.2274304026494
109,2021-12-08,1036.9768108596325,919.2942525311486,1136.5511090438495,1036.9768108596325,1036.9768108596325,-6.863497168379894,-6.863497168379894,-6.863497168379894,-6.863497168379894,-6.863497168379894,-6.863497168379894,0.0,0.0,0.0,1030.1133136912526
110,2021-12-09,1036.7869396713165,914.6396469043962,1137.986506320213,1036.7869396713165,1036.7869396713165,-15.31679530031938,-15.31679530031938,-15.31679530031938,-15.31679530031938,-15.31679530031938,-15.31679530031938,0.0,0.0,0.0,1021.4701443709971
111,2021-12-10,1036.5970684830006,905.8803883008399,1122.5301630541478,1036.5970684830006,1036.5970684830006,-19.723812365576467,-19.723812365576467,-19.723812365576467,-19.723812365576467,-19.723812365576467,-19.723812365576467,0.0,0.0,0.0,1016.8732561174241
112,2021-12-13,1034.0460698532786,921.080459449551,1149.9112217036716,1034.0460698532786,1034.0460698532786,-3.647595290400522,-3.647595290400522,-3.647595290400522,-3.647595290400522,-3.647595290400522,-3.647595290400522,0.0,0.0,0.0,1030.3984745628782
113,2021-12-14,1033.1957369767047,911.1764874132007,1129.5932033730287,1033.1957369767047,1033.1957369767047,-8.939251645313803,-8.939251645313803,-8.939251645313803,-8.939251645313803,-8.939251645313803,-8.939251645313803,0.0,0.0,0.0,1024.2564853313909
114,2021-12-15,1032.3454041001307,915.7971948525881,1135.908970227166,1032.3454041001307,1032.3454041001307,-6.863497168388144,-6.863497168388144,-6.863497168388144,-6.863497168388144,-6.863497168388144,-6.863497168388144,0.0,0.0,0.0,1025.4819069317425
115,2021-12-16,1031.4950712235568,902.5990111706551,1129.7147198531914,1031.4950712235568,1031.4950712235568,-15.316795300337889,-15.316795300337889,-15.316795300337889,-15.316795300337889,-15.316795300337889,-15.316795300337889,0.0,0.0,0.0,1016.178275923219
116,2021-12-17,1030.6447383469829,900.8135128695714,1126.2999507603922,1030.6447383469829,1030.6447383469829,-19.723812365559848,-19.723812365559848,-19.723812365559848,-19.723812365559848,-19.723812365559848,-19.723812365559848,0.0,0.0,0.0,1010.920925981423
117,2021-12-20,1028.093739717261,910.4530676402746,1120.6695184578944,1028.093739717261,1028.093739717261,-3.647595290459761,-3.647595290459761,-3.647595290459761,-3.647595290459761,-3.647595290459761,-3.647595290459761,0.0,0.0,0.0,1024.4461444268013
118,2021-12-21,1027.2434068406872,909.516945242609,1133.460675287707,1027.2434068406872,1027.2434068406872,-8.939251645270804,-8.939251645270804,-8.939251645270804,-8.939251645270804,-8.939251645270804,-8.939251645270804,0.0,0.0,0.0,1018.3041551954163
119,2021-12-22,1026.393073964113,911.5291006491699,1129.372630136707,1026.393073964113,1026.393073964113,-6.863497168396398,-6.863497168396398,-6.863497168396398,-6.863497168396398,-6.863497168396398,-6.863497168396398,0.0,0.0,0.0,1019.5295767957166
120,2021-12-23,1025.372254033401,896.3048792708335,1112.2772405865908,1025.372254033401,1025.372254033401,-15.316795300279836,-15.316795300279836,-15.316795300279836,-15.316795300279836,-15.316795300279836,-15.316795300279836,0.0,0.0,0.0,1010.0554587331212
121,2021-12-27,1021.2889743105534,899.247890022538,1131.3176396352856,1021.2889743105534,1021.2889743105534,-3.6475952904555387,-3.6475952904555387,-3.6475952904555387,-3.6475952904555387,-3.6475952904555387,-3.6475952904555387,0.0,0.0,0.0,1017.6413790200978
122,2021-12-28,1020.2681543798413,904.6224152300252,1121.2357243304052,1020.2681543798413,1020.2681543798413,-8.939251645298013,-8.939251645298013,-8.939251645298013,-8.939251645298013,-8.939251645298013,-8.939251645298013,0.0,0.0,0.0,1011.3289027345434
123,2021-12-29,1019.2473344491293,902.8938564169008,1129.073413067378,1019.2473344491293,1019.2473344491293,-6.86349716840465,-6.86349716840465,-6.86349716840465,-6.86349716840465,-6.86349716840465,-6.86349716840465,0.0,0.0,0.0,1012.3838372807246
124,2021-12-30,1018.2265145184175,889.985731970183,1120.0033515715375,1018.2265145184175,1018.2265145184175,-15.316795300298343,-15.316795300298343,-15.316795300298343,-15.316795300298343,-15.316795300298343,-15.316795300298343,0.0,0.0,0.0,1002.9097192181191
125,2021-12-31,1017.2056945877055,882.8363176688171,1107.922919691077,1017.2056945877055,1017.2056945877055,-19.723812365513957,-19.723812365513957,-19.723812365513957,-19.723812365513957,-19.723812365513957,-19.723812365513957,0.0,0.0,0.0,997.4818822221915
126,2022-01-03,1014.1432347955697,894.6981252624993,1126.9833920522794,1014.1432347955697,1014.1432347955697,-3.6475952903713305,-3.6475952903713305,-3.6475952903713305,-3.6475952903713305,-3.6475952903713305,-3.6475952903713305,0.0,0.0,0.0,1010.4956395051984
127,2022-01-04,1013.1224148648579,896.2471156993863,1126.468706641056,1013.1224148648579,1013.1224148648579,-8.939251645283933,-8.939251645283933,-8.939251645283933,-8.939251645283933,-8.939251645283933,-8.939251645283933,0.0,0.0,0.0,1004.183163219574
128,2022-01-05,1012.1015807109196,890.6300979405006,1118.684913961677,1012.1015807109196,1012.1015807109196,-6.8634971683925246,-6.8634971683925246,-6.8634971683925246,-6.8634971683925246,-6.8634971683925246,-6.8634971683925246,0.0,0.0,0.0,1005.2380835425271
129,2022-01-06,1011.0807465569814,884.1533411848021,1109.0713789422023,1011.0807465569814,1011.0807465569814,-15.316795300309055,-15.316795300309055,-15.316795300309055,-15.316795300309055,-15.316795300309055,-15.316795300309055,0.0,0.0,0.0,995.7639512566723
130,2022-01-07,1010.0599124030432,880.7681834340688,1099.4555040051646,1010.0599124030432,1010.0599124030432,-19.72381236549734,-19.72381236549734,-19.72381236549734,-19.72381236549734,-19.72381236549734,-19.72381236549734,0.0,0.0,0.0,990.3361000375459
131,2022-01-10,1006.9974099412285,895.5889536260244,1112.0921437304648,1006.9974099412285,1006.9974099412285,-3.6475952903671063,-3.6475952903671063,-3.6475952903671063,-3.6475952903671063,-3.6475952903671063,-3.6475952903671063,0.0,0.0,0.0,1003.3498146508614
132,2022-01-11,1005.9765757872904,881.7091127153429,1102.5776077320086,1005.9765757872904,1005.9765757872904,-8.939251645298775,-8.939251645298775,-8.939251645298775,-8.939251645298775,-8.939251645298775,-8.939251645298775,0.0,0.0,0.0,997.0373241419916
133,2022-01-12,1004.9557416333521,890.5180655718394,1106.4170416241045,1004.9557416333521,1004.9557416333521,-6.863497168421152,-6.863497168421152,-6.863497168421152,-6.863497168421152,-6.863497168421152,-6.863497168421152,0.0,0.0,0.0,998.0922444649309
134,2022-01-13,1003.9349074794138,873.2500045696568,1099.955140155084,1003.9349074794138,1003.9349074794138,-15.316795300319765,-15.316795300319765,-15.316795300319765,-15.316795300319765,-15.316795300319765,-15.316795300319765,0.0,0.0,0.0,988.618112179094
135,2022-01-14,1002.9140733254753,876.6369450875768,1102.4327853832713,1002.9140733254753,1002.9140733254753,-19.723812365586507,-19.723812365586507,-19.723812365586507,-19.723812365586507,-19.723812365586507,-19.723812365586507,0.0,0.0,0.0,983.1902609598889
136,2022-01-18,998.8307365558486,879.71284328239,1100.5836910312978,998.8307365558486,998.8307365558486,-8.939251645313613,-8.939251645313613,-8.939251645313613,-8.939251645313613,-8.939251645313613,-8.939251645313613,0.0,0.0,0.0,989.891484910535
137,2022-01-19,997.8099023634418,881.2163520318902,1108.8548892031329,997.8099023634418,997.8099023634418,-6.863497168389128,-6.863497168389128,-6.863497168389128,-6.863497168389128,-6.863497168389128,-6.863497168389128,0.0,0.0,0.0,990.9464051950526
138,2022-01-20,996.7890681710352,868.198661376438,1096.2527392296172,996.7890681710352,996.7890681710352,-15.316795300330476,-15.316795300330476,-15.316795300330476,-15.316795300330476,-15.316795300330476,-15.316795300330476,0.0,0.0,0.0,981.4722728707047
139,2022-01-21,995.7682339786284,857.4608645591674,1078.7497492595826,995.7682339786284,995.7682339786284,-19.723812365569888,-19.723812365569888,-19.723812365569888,-19.723812365569888,-19.723812365569888,-19.723812365569888,0.0,0.0,0.0,976.0444216130585
140,2022-01-24,992.7057314014082,890.7215656926471,1102.7072103153373,992.7057314014082,992.7057314014082,-3.6475952903421374,-3.6475952903421374,-3.6475952903421374,-3.6475952903421374,-3.6475952903421374,-3.6475952903421374,0.0,0.0,0.0,989.0581361110661
141,2022-01-25,991.6848972090015,873.3899322015615,1100.4616192575052,991.6848972090015,991.6848972090015,-8.939251645270614,-8.939251645270614,-8.939251645270614,-8.939251645270614,-8.939251645270614,-8.939251645270614,0.0,0.0,0.0,982.7456455637309
142,2022-01-26,990.6640630165948,878.0918686767596,1089.4622860727136,990.6640630165948,990.6640630165948,-6.863497168397383,-6.863497168397383,-6.863497168397383,-6.863497168397383,-6.863497168397383,-6.863497168397383,0.0,0.0,0.0,983.8005658481974
143,2022-01-27,989.6432288241881,859.4989233287288,1088.3663609257858,989.6432288241881,989.6432288241881,-15.316795300348986,-15.316795300348986,-15.316795300348986,-15.316795300348986,-15.316795300348986,-15.316795300348986,0.0,0.0,0.0,974.3264335238391
144,2022-01-28,988.6223946263347,857.148020654574,1065.9549339365367,988.6223946263347,988.6223946263347,-19.723812365546944,-19.723812365546944,-19.723812365546944,-19.723812365546944,-19.723812365546944,-19.723812365546944,0.0,0.0,0.0,968.8985822607877
145,2022-01-31,985.5598920327741,871.4616540510949,1093.067283652498,985.5598920327741,985.5598920327741,-3.647595290369646,-3.647595290369646,-3.647595290369646,-3.647595290369646,-3.647595290369646,-3.647595290369646,0.0,0.0,0.0,981.9122967424045
146,2022-02-01,984.5390578349205,862.6745615595472,1103.1066763914685,984.5390578349205,984.5390578349205,-8.939251645285454,-8.939251645285454,-8.939251645285454,-8.939251645285454,-8.939251645285454,-8.939251645285454,0.0,0.0,0.0,975.599806189635
147,2022-02-02,983.5182236370671,871.9327835315848,1091.5331116035097,983.5182236370671,983.5182236370671,-6.863497168385256,-6.863497168385256,-6.863497168385256,-6.863497168385256,-6.863497168385256,-6.863497168385256,0.0,0.0,0.0,976.6547264686818
148,2022-02-03,982.4973894392135,860.4892807589775,1081.3834211043506,982.4973894392135,982.4973894392135,-15.316795300351895,-15.316795300351895,-15.316795300351895,-15.316795300351895,-15.316795300351895,-15.316795300351895,0.0,0.0,0.0,967.1805941388616
149,2022-02-04,981.47655524136,849.8198557656012,1068.3797046227482,981.47655524136,981.47655524136,-19.723812365642438,-19.723812365642438,-19.723812365642438,-19.723812365642438,-19.723812365642438,-19.723812365642438,0.0,0.0,0.0,961.7527428757176
150,2022-02-07,978.4140526477994,855.8145170102121,1094.4483584396112,978.4140526477994,978.4140526477994,-3.647595290365422,-3.647595290365422,-3.647595290365422,-3.647595290365422,-3.647595290365422,-3.647595290365422,0.0,0.0,0.0,974.766457357434
151,2022-02-08,977.393218449946,857.4035189706868,1083.0010959933325,977.393218449946,977.393218449946,-8.939251645271375,-8.939251645271375,-8.939251645271375,-8.939251645271375,-8.939251645271375,-8.939251645271375,0.0,0.0,0.0,968.4539668046746
152,2022-02-09,976.3723842566213,850.8833163857495,1071.4867928314295,976.3723842566213,976.3723842566213,-6.863497168373132,-6.863497168373132,-6.863497168373132,-6.863497168373132,-6.863497168373132,-6.863497168373132,0.0,0.0,0.0,969.5088870882482
153,2022-02-10,975.3515500632968,856.6027186658802,1061.9760864451873,975.3515500632968,975.3515500632968,-15.31679530030164,-15.31679530030164,-15.31679530030164,-15.31679530030164,-15.31679530030164,-15.31679530030164,0.0,0.0,0.0,960.0347547629951
154,2022-02-11,974.3307158699721,844.9078151013457,1069.1110139318025,974.3307158699721,974.3307158699721,-19.723812365619487,-19.723812365619487,-19.723812365619487,-19.723812365619487,-19.723812365619487,-19.723812365619487,0.0,0.0,0.0,954.6069035043527
155,2022-02-14,971.2682132899985,857.9281950277639,1076.6220867661232,971.2682132899985,971.2682132899985,-3.6475952903929305,-3.6475952903929305,-3.6475952903929305,-3.6475952903929305,-3.6475952903929305,-3.6475952903929305,0.0,0.0,0.0,967.6206179996055
156,2022-02-15,970.2473790966739,849.0562245104644,1076.2457301465224,970.2473790966739,970.2473790966739,-8.939251645298581,-8.939251645298581,-8.939251645298581,-8.939251645298581,-8.939251645298581,-8.939251645298581,0.0,0.0,0.0,961.3081274513753
157,2022-02-16,969.2265449033493,855.6334001698399,1073.0254208354988,969.2265449033493,969.2265449033493,-6.863497168401757,-6.863497168401757,-6.863497168401757,-6.863497168401757,-6.863497168401757,-6.863497168401757,0.0,0.0,0.0,962.3630477349476
158,2022-02-17,968.2057107100246,847.3436565798867,1072.3251131167317,968.2057107100246,968.2057107100246,-15.316795300304552,-15.316795300304552,-15.316795300304552,-15.316795300304552,-15.316795300304552,-15.316795300304552,0.0,0.0,0.0,952.8889154097201
159,2022-02-18,967.1848765167001,839.4497734752193,1059.5124069305698,967.1848765167001,967.1848765167001,-19.723812365602868,-19.723812365602868,-19.723812365602868,-19.723812365602868,-19.723812365602868,-19.723812365602868,0.0,0.0,0.0,947.4610641510973
160,2022-02-22,963.101539612386,840.8948599948167,1070.6873287493947,963.101539612386,963.101539612386,-8.9392516452845,-8.9392516452845,-8.9392516452845,-8.9392516452845,-8.9392516452845,-8.9392516452845,0.0,0.0,0.0,954.1622879671015
161,2022-02-23,962.0807053863073,846.7284902492798,1058.9269492261553,962.0807053863073,962.0807053863073,-6.8634971683896335,-6.8634971683896335,-6.8634971683896335,-6.8634971683896335,-6.8634971683896335,-6.8634971683896335,0.0,0.0,0.0,955.2172082179177
162,2022-02-24,961.0598711602287,836.4560170717434,1061.029266569038,961.0598711602287,961.0598711602287,-15.316795300323061,-15.316795300323061,-15.316795300323061,-15.316795300323061,-15.316795300323061,-15.316795300323061,0.0,0.0,0.0,945.7430758599056
163,2022-02-25,960.0390369341501,825.1940328939921,1046.6403414869349,960.0390369341501,960.0390369341501,-19.723812365579924,-19.723812365579924,-19.723812365579924,-19.723812365579924,-19.723812365579924,-19.723812365579924,0.0,0.0,0.0,940.3152245685702
164,2022-02-28,956.9765342559143,842.3979049603465,1070.4825761860245,956.9765342559143,956.9765342559143,-3.647595290447949,-3.647595290447949,-3.647595290447949,-3.647595290447949,-3.647595290447949,-3.647595290447949,0.0,0.0,0.0,953.3289389654664
165,2022-03-01,955.9557000298357,841.6018831982316,1052.4141459870395,955.9557000298357,955.9557000298357,-8.939251645299338,-8.939251645299338,-8.939251645299338,-8.939251645299338,-8.939251645299338,-8.939251645299338,0.0,0.0,0.0,947.0164483845364
166,2022-03-02,954.9348658037572,834.2032815097369,1053.7767569604282,954.9348658037572,954.9348658037572,-6.863497168397884,-6.863497168397884,-6.863497168397884,-6.863497168397884,-6.863497168397884,-6.863497168397884,0.0,0.0,0.0,948.0713686353594
167,2022-03-03,953.9140315776785,815.444865832478,1042.744012190294,953.9140315776785,953.9140315776785,-15.316795300265007,-15.316795300265007,-15.316795300265007,-15.316795300265007,-15.316795300265007,-15.316795300265007,0.0,0.0,0.0,938.5972362774136
168,2022-03-04,952.8931973664581,824.938849592974,1048.038749700969,952.8931973664581,952.8931973664581,-19.723812365563305,-19.723812365563305,-19.723812365563305,-19.723812365563305,-19.723812365563305,-19.723812365563305,0.0,0.0,0.0,933.1693850008949
169,2022-03-07,949.8306947327968,835.8600895645989,1058.109961250333,949.8306947327968,949.8306947327968,-3.6475952904437228,-3.6475952904437228,-3.6475952904437228,-3.6475952904437228,-3.6475952904437228,-3.6475952904437228,0.0,0.0,0.0,946.1830994423531
170,2022-03-08,948.8098605215764,832.7458595247367,1046.8393779788964,948.8098605215764,948.8098605215764,-8.93925164528526,-8.93925164528526,-8.93925164528526,-8.93925164528526,-8.93925164528526,-8.93925164528526,0.0,0.0,0.0,939.8706088762912
171,2022-03-09,947.789026310356,832.2546622040845,1059.1014966435198,947.789026310356,947.789026310356,-6.863497168386237,-6.863497168386237,-6.863497168386237,-6.863497168386237,-6.863497168386237,-6.863497168386237,0.0,0.0,0.0,940.9255291419697
172,2022-03-10,946.7681920991356,818.7336094676277,1041.6964268679644,946.7681920991356,946.7681920991356,-15.316795300275718,-15.316795300275718,-15.316795300275718,-15.316795300275718,-15.316795300275718,-15.316795300275718,0.0,0.0,0.0,931.4513967988598
173,2022-03-11,945.7473578879152,818.4299257367395,1044.6258449287384,945.7473578879152,945.7473578879152,-19.72381236553404,-19.72381236553404,-19.72381236553404,-19.72381236553404,-19.72381236553404,-19.72381236553404,0.0,0.0,0.0,926.0235455223811
174,2022-03-14,942.6848552542539,822.2122499498557,1050.013546905608,942.6848552542539,942.6848552542539,-3.647595290359513,-3.647595290359513,-3.647595290359513,-3.647595290359513,-3.647595290359513,-3.647595290359513,0.0,0.0,0.0,939.0372599638944
175,2022-03-15,941.6640210430334,816.7597403510023,1044.5634926191215,941.6640210430334,941.6640210430334,-8.9392516453001,-8.9392516453001,-8.9392516453001,-8.9392516453001,-8.9392516453001,-8.9392516453001,0.0,0.0,0.0,932.7247693977332
176,2022-03-16,940.6431868157099,824.0046254391259,1051.8265313927675,940.6431868157099,940.6431868157099,-6.863497168394487,-6.863497168394487,-6.863497168394487,-6.863497168394487,-6.863497168394487,-6.863497168394487,0.0,0.0,0.0,933.7796896473154
177,2022-03-17,939.6223525883863,812.4873854236399,1039.2385332887727,939.6223525883863,939.6223525883863,-15.316795300286426,-15.316795300286426,-15.316795300286426,-15.316795300286426,-15.316795300286426,-15.316795300286426,0.0,0.0,0.0,924.3055572880999
178,2022-03-18,938.6015183610629,811.1002288311889,1036.1699094386097,938.6015183610629,938.6015183610629,-19.723812365517418,-19.723812365517418,-19.723812365517418,-19.723812365517418,-19.723812365517418,-19.723812365517418,0.0,0.0,0.0,918.8777059955454
179,2022-03-21,935.5390156790922,826.4633284150109,1049.120950358134,935.5390156790922,935.5390156790922,-3.647595290387024,-3.647595290387024,-3.647595290387024,-3.647595290387024,-3.647595290387024,-3.647595290387024,0.0,0.0,0.0,931.8914203887052
180,2022-03-22,934.5181814517688,816.5341816400014,1031.8492756343937,934.5181814517688,934.5181814517688,-8.939251645257102,-8.939251645257102,-8.939251645257102,-8.939251645257102,-8.939251645257102,-8.939251645257102,0.0,0.0,0.0,925.5789298065117
181,2022-03-23,933.4973472244452,812.1862556892555,1036.90904475125,933.4973472244452,933.4973472244452,-6.863497168402738,-6.863497168402738,-6.863497168402738,-6.863497168402738,-6.863497168402738,-6.863497168402738,0.0,0.0,0.0,926.6338500560424
182,2022-03-24,932.4765129971217,803.7831336224659,1027.7210380283698,932.4765129971217,932.4765129971217,-15.316795300304937,-15.316795300304937,-15.316795300304937,-15.316795300304937,-15.316795300304937,-15.316795300304937,0.0,0.0,0.0,917.1597176968168
183,2022-03-25,931.4556787697984,810.3366667823262,1019.0316703625659,931.4556787697984,931.4556787697984,-19.723812365612908,-19.723812365612908,-19.723812365612908,-19.723812365612908,-19.723812365612908,-19.723812365612908,0.0,0.0,0.0,911.7318664041854
184,2022-03-28,928.3931621293738,812.305576135865,1042.792268119627,928.3931621293738,928.3931621293738,-3.6475952904145306,-3.6475952904145306,-3.6475952904145306,-3.6475952904145306,-3.6475952904145306,-3.6475952904145306,0.0,0.0,0.0,924.7455668389592
185,2022-03-29,927.3723232492323,809.7662693584778,1030.698155700677,927.3723232492323,927.3723232492323,-8.93925164527194,-8.93925164527194,-8.93925164527194,-8.93925164527194,-8.93925164527194,-8.93925164527194,0.0,0.0,0.0,918.4330716039603
186,2022-03-30,926.3514843690907,805.6717920850821,1035.727632740161,926.3514843690907,926.3514843690907,-6.8634971683910955,-6.8634971683910955,-6.8634971683910955,-6.8634971683910955,-6.8634971683910955,-6.8634971683910955,0.0,0.0,0.0,919.4879872006996
187,2022-03-31,925.3306454889491,801.6722869201884,1020.055458881711,925.3306454889491,925.3306454889491,-15.316795300323445,-15.316795300323445,-15.316795300323445,-15.316795300323445,-15.316795300323445,-15.316795300323445,0.0,0.0,0.0,910.0138501886257
188,2022-04-01,924.3098066088078,799.0938882063126,1015.4569903212329,924.3098066088078,924.3098066088078,-19.723812365589964,-19.723812365589964,-19.723812365589964,-19.723812365589964,-19.723812365589964,-19.723812365589964,0.0,0.0,0.0,904.5859942432178
189,2022-04-04,921.2472899683833,805.3741154409024,1031.0457838693846,921.2472899683833,921.2472899683833,-3.6475952904103064,-3.6475952904103064,-3.6475952904103064,-3.6475952904103064,-3.6475952904103064,-3.6475952904103064,0.0,0.0,0.0,917.5996946779729
190,2022-04-05,920.2264510882417,800.2972451582095,1020.916558389421,920.2264510882417,920.2264510882417,-8.939251645299146,-8.939251645299146,-8.939251645299146,-8.939251645299146,-8.939251645299146,-8.939251645299146,0.0,0.0,0.0,911.2871994429426
191,2022-04-06,919.2056122081002,796.7163560289487,1017.8965206233095,919.2056122081002,919.2056122081002,-6.863497168378969,-6.863497168378969,-6.863497168378969,-6.863497168378969,-6.863497168378969,-6.863497168378969,0.0,0.0,0.0,912.3421150397212
192,2022-04-07,917.1831516783528,788.1992267597901,1015.7525126421317,917.1831516783528,917.1831516783528,-15.316795300334155,-15.316795300334155,-15.316795300334155,-15.316795300334155,-15.316795300334155,-15.316795300334155,0.0,0.0,0.0,901.8663563780186
193,2022-04-08,915.1606911486053,779.3930607803541,1014.5588637759228,915.1606911486053,915.1606911486053,-19.72381236556702,-19.72381236556702,-19.72381236556702,-19.72381236556702,-19.72381236556702,-19.72381236556702,0.0,0.0,0.0,895.4368787830383
194,2022-04-11,909.0933095593637,795.5330648450789,1017.6668097813899,909.0933095593637,909.0933095593637,-3.647595290406084,-3.647595290406084,-3.647595290406084,-3.647595290406084,-3.647595290406084,-3.647595290406084,0.0,0.0,0.0,905.4457142689575
195,2022-04-12,907.0708490296162,786.1048044955645,1011.7254168257878,907.0708490296162,907.0708490296162,-8.939251645285069,-8.939251645285069,-8.939251645285069,-8.939251645285069,-8.939251645285069,-8.939251645285069,0.0,0.0,0.0,898.1315973843311
196,2022-04-13,905.048388499869,776.4119558837754,1007.4735780198249,905.048388499869,905.048388499869,-6.863497168407596,-6.863497168407596,-6.863497168407596,-6.863497168407596,-6.863497168407596,-6.863497168407596,0.0,0.0,0.0,898.1848913314615
197,2022-04-14,903.0259279701216,777.4562338723996,998.5225938814722,903.0259279701216,903.0259279701216,-15.316795300344866,-15.316795300344866,-15.316795300344866,-15.316795300344866,-15.316795300344866,-15.316795300344866,0.0,0.0,0.0,887.7091326697767
198,2022-04-18,894.9360858511325,777.4348188649001,999.2594160326273,894.9360858511325,894.9360858511325,-3.6475952904335913,-3.6475952904335913,-3.6475952904335913,-3.6475952904335913,-3.6475952904335913,-3.6475952904335913,0.0,0.0,0.0,891.2884905606988
199,2022-04-19,892.913625321385,775.2915526541708,998.9105409956851,892.913625321385,892.913625321385,-8.939251645270987,-8.939251645270987,-8.939251645270987,-8.939251645270987,-8.939251645270987,-8.939251645270987,0.0,0.0,0.0,883.9743736761139
200,2022-04-20,890.0706815587062,767.4036050993174,988.3543032669245,890.0706815587062,890.0706815587062,-6.863497168395471,-6.863497168395471,-6.863497168395471,-6.863497168395471,-6.863497168395471,-6.863497168395471,0.0,0.0,0.0,883.2071843903107
201,2022-04-21,887.2277377960271,758.4253140682698,976.5252544072081,887.2277377960271,887.2277377960271,-15.316795300286817,-15.316795300286817,-15.316795300286817,-15.316795300286817,-15.316795300286817,-15.316795300286817,0.0,0.0,0.0,871.9109424957403
202,2022-04-22,884.3847940333482,749.4393943492446,972.7532603405089,884.3847940333482,884.3847940333482,-19.723812365639564,-19.723812365639564,-19.723812365639564,-19.723812365639564,-19.723812365639564,-19.723812365639564,0.0,0.0,0.0,864.6609816677086
203,2022-04-25,875.8559627453111,759.3558260898035,984.3259133755657,875.8559627453111,875.8559627453111,-3.6475952904611004,-3.6475952904611004,-3.6475952904611004,-3.6475952904611004,-3.6475952904611004,-3.6475952904611004,0.0,0.0,0.0,872.20836745485
204,2022-04-26,873.013018982632,757.2532580029149,978.2604119576071,873.013018982632,873.013018982632,-8.939251645298194,-8.939251645298194,-8.939251645298194,-8.939251645298194,-8.939251645298194,-8.939251645298194,0.0,0.0,0.0,864.0737673373338
205,2022-04-27,870.1700752199532,757.4812908181641,972.5086787888511,870.1700752199532,870.1700752199532,-6.863497168403724,-6.863497168403724,-6.863497168403724,-6.863497168403724,-6.863497168403724,-6.863497168403724,0.0,0.0,0.0,863.3065780515495
206,2022-04-28,867.3271314572742,740.5436407872082,966.2077008179431,867.3271314572742,867.3271314572742,-15.316795300305325,-15.316795300305325,-15.316795300305325,-15.316795300305325,-15.316795300305325,-15.316795300305325,0.0,0.0,0.0,852.0103361569688
207,2022-04-29,864.4841876945952,722.3727212348995,948.2240730481086,864.4841876945952,864.4841876945952,-19.723812365622944,-19.723812365622944,-19.723812365622944,-19.723812365622944,-19.723812365622944,-19.723812365622944,0.0,0.0,0.0,844.7603753289723
208,2022-05-02,855.955356406558,739.6998036531926,965.6386049611882,855.955356406558,855.955356406558,-3.6475952903768922,-3.6475952903768922,-3.6475952903768922,-3.6475952903768922,-3.6475952903768922,-3.6475952903768922,0.0,0.0,0.0,852.3077611161812
209,2022-05-03,853.1124126438792,732.2681906074179,951.429207262366,853.1124126438792,853.1124126438792,-8.939251645284115,-8.939251645284115,-8.939251645284115,-8.939251645284115,-8.939251645284115,-8.939251645284115,0.0,0.0,0.0,844.1731609985951
210,2022-05-04,850.2694688812002,737.140711809596,954.1139209193863,850.2694688812002,850.2694688812002,-6.863497168391596,-6.863497168391596,-6.863497168391596,-6.863497168391596,-6.863497168391596,-6.863497168391596,0.0,0.0,0.0,843.4059717128085
211,2022-05-05,847.4265251185212,728.5068401850239,947.2804934782789,847.4265251185212,847.4265251185212,-15.316795300308236,-15.316795300308236,-15.316795300308236,-15.316795300308236,-15.316795300308236,-15.316795300308236,0.0,0.0,0.0,832.1097298182129
212,2022-05-06,844.5835813558422,709.9123670422421,932.6410552632834,844.5835813558422,844.5835813558422,-19.72381236559368,-19.72381236559368,-19.72381236559368,-19.72381236559368,-19.72381236559368,-19.72381236559368,0.0,0.0,0.0,824.8597689902485
213,2022-05-09,836.0547500678053,729.0028552895837,951.5755298328498,836.0547500678053,836.0547500678053,-3.6475952904043996,-3.6475952904043996,-3.6475952904043996,-3.6475952904043996,-3.6475952904043996,-3.6475952904043996,0.0,0.0,0.0,832.4071547774009
214,2022-05-10,833.2118063051263,712.8546151438694,933.1187190962736,833.2118063051263,833.2118063051263,-8.939251645298953,-8.939251645298953,-8.939251645298953,-8.939251645298953,-8.939251645298953,-8.939251645298953,0.0,0.0,0.0,824.2725546598274
215,2022-05-11,830.3688625424473,706.9837206675104,936.4482463272221,830.3688625424473,830.3688625424473,-6.863497168399849,-6.863497168399849,-6.863497168399849,-6.863497168399849,-6.863497168399849,-6.863497168399849,0.0,0.0,0.0,823.5053653740475
216,2022-05-12,827.5259187797682,699.5082450936444,925.1629126746197,827.5259187797682,827.5259187797682,-15.316795300326746,-15.316795300326746,-15.316795300326746,-15.316795300326746,-15.316795300326746,-15.316795300326746,0.0,0.0,0.0,812.2091234794415
217,2022-05-13,824.6829750170892,694.9715932371568,919.8416972824884,824.6829750170892,824.6829750170892,-19.723812365577057,-19.723812365577057,-19.723812365577057,-19.723812365577057,-19.723812365577057,-19.723812365577057,0.0,0.0,0.0,804.9591626515122
218,2022-05-16,816.1541437290523,704.4370300070693,921.5302144082866,816.1541437290523,816.1541437290523,-3.6475952904319064,-3.6475952904319064,-3.6475952904319064,-3.6475952904319064,-3.6475952904319064,-3.6475952904319064,0.0,0.0,0.0,812.5065484386204
